Subject;Group;Map;FOnset;LOffset;NumTF;TfCentroid;MeanCorr;Gev;BCorr;TfBCorr;GfpTfBCorr;MaxGfp;TfMaxGfp;MeanGfp;MeanDur;TimeCov;SegDensity
Subject36;Group2;Map2;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject36;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject36;Group2;Map4;79;137;46;107.274149;0.913449;0.213162;0.963904;99;1.787614;2.209203;134;1.777717;18.248288;0.560976;0.024390
Subject36;Group2;Map5;116;154;30;134.156297;0.951143;0.169015;0.959099;152;1.576295;2.198871;121;1.949769;14.866069;0.365854;0.024390
Subject37;Group2;Map1;131;141;11;135.816017;0.874235;0.033362;0.903301;131;1.323828;1.323828;131;1.141723;11.000000;0.134146;0.012195
Subject37;Group2;Map2;73;154;24;124.108908;0.640337;0.034718;0.860980;82;0.612618;1.165510;147;0.867927;11.958261;0.292683;0.024390
Subject37;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject37;Group2;Map4;84;110;23;98.447369;0.954527;0.106081;0.966715;98;1.448292;1.541096;108;1.277693;11.401754;0.280488;0.024390
Subject37;Group2;Map5;94;130;24;116.651636;0.954033;0.141674;0.972453;96;1.424493;1.653972;119;1.462021;8.944272;0.292683;0.024390
Subject38;Group2;Map1;138;146;9;141.674864;0.837841;0.018470;0.882474;138;1.428933;1.428933;138;1.158256;9.000000;0.109756;0.012195
Subject38;Group2;Map2;73;154;17;109.525496;0.308659;0.004264;0.749818;148;0.887974;1.057908;73;0.814756;8.485281;0.207317;0.024390
Subject38;Group2;Map3;82;107;26;95.855395;0.673626;0.037576;0.857481;107;1.626510;1.626510;107;1.122801;26.000000;0.317073;0.012195
Subject38;Group2;Map4;108;137;30;121.611235;0.910789;0.167467;0.933744;129;1.698714;2.170690;113;1.782449;30.000000;0.365854;0.012195
Subject38;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject39;Group2;Map1;95;131;19;118.357788;0.803765;0.086857;0.893046;100;0.919744;1.860072;120;1.346409;8.831761;0.231707;0.024390
Subject39;Group2;Map2;132;154;23;142.236290;0.170240;0.004491;0.454888;132;1.136924;1.136924;132;0.948038;23.000000;0.280488;0.012195
Subject39;Group2;Map3;73;94;22;83.757960;0.881894;0.075368;0.944362;91;1.298404;1.298404;91;1.114681;22.000000;0.268293;0.012195
Subject39;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject39;Group2;Map5;101;118;18;110.273238;0.907999;0.117878;0.919173;111;1.525507;1.826556;118;1.493435;18.000000;0.219512;0.012195
Subject40;Group2;Map1;73;83;11;78.411269;0.900093;0.026454;0.943909;78;1.123351;1.192987;83;1.036230;11.000000;0.134146;0.012195
Subject40;Group2;Map2;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject40;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject40;Group2;Map4;84;91;8;87.505392;0.940257;0.027671;0.944149;87;1.210240;1.245228;91;1.224508;8.000000;0.097561;0.012195
Subject40;Group2;Map5;92;154;63;123.805040;0.938202;0.308765;0.960453;121;1.718300;1.857466;128;1.426188;63.000000;0.768293;0.012195
Subject41;Group2;Map1;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject41;Group2;Map2;73;78;6;75.604992;0.802823;0.005216;0.843807;78;0.778205;0.778205;78;0.699564;6.000000;0.073171;0.012195
Subject41;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject41;Group2;Map4;83;154;67;121.754130;0.938092;0.218968;0.972122;134;1.284524;1.355541;142;1.157326;25.690465;0.817073;0.024390
Subject41;Group2;Map5;79;99;9;90.157945;0.889339;0.014812;0.923492;99;0.933755;0.933755;99;0.872119;4.472136;0.109756;0.024390
Subject42;Group2;Map1;90;143;38;123.384779;0.879963;0.171604;0.957996;123;2.183485;2.404419;132;1.839668;18.027756;0.463415;0.024390
Subject42;Group2;Map2;73;154;34;107.456844;0.533429;0.058350;0.929431;154;1.563506;2.822254;73;1.552160;10.391166;0.414634;0.036585
Subject42;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject42;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject42;Group2;Map5;109;118;10;113.801244;0.897977;0.046045;0.942958;118;2.190211;2.190211;118;1.960880;10.000000;0.121951;0.012195
Subject43;Group2;Map1;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject43;Group2;Map2;73;89;17;79.367446;-0.672118;0.064662;-0.476162;73;3.210502;3.210502;73;1.927589;17.000000;0.207317;0.012195
Subject43;Group2;Map3;115;154;40;133.442217;0.335809;0.037170;0.817029;133;0.916279;1.338975;115;0.918679;40.000000;0.487805;0.012195
Subject43;Group2;Map4;90;114;25;103.081018;0.098373;0.011280;0.680254;114;1.383206;1.418423;112;1.219068;25.000000;0.304878;0.012195
Subject43;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject44;Group2;Map1;85;154;40;112.190579;0.845713;0.100638;0.924061;151;1.095385;1.183568;148;0.828120;15.198684;0.487805;0.024390
Subject44;Group2;Map2;73;84;12;77.683294;0.280745;0.003291;0.499512;84;0.642061;1.237859;73;0.923661;12.000000;0.146341;0.012195
Subject44;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject44;Group2;Map4;142;147;6;144.482734;0.940186;0.040645;0.944487;143;1.297022;1.314524;144;1.287181;6.000000;0.073171;0.012195
Subject44;Group2;Map5;118;141;24;130.492088;0.937480;0.143108;0.952387;134;1.426534;1.428591;135;1.188947;24.000000;0.292683;0.012195
Subject45;Group2;Map1;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject45;Group2;Map2;73;154;82;115.929163;0.218993;0.019096;0.576346;91;0.468343;1.495550;73;0.850388;82.000000;1.000000;0.012195
Subject45;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject45;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject45;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject46;Group2;Map1;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject46;Group2;Map2;73;148;46;102.799238;0.888312;0.111078;0.919397;76;0.767581;1.112959;141;0.869580;17.435596;0.560976;0.024390
Subject46;Group2;Map3;135;140;6;137.579889;0.840718;0.017432;0.867631;140;1.093559;1.093559;140;1.012300;6.000000;0.073171;0.012195
Subject46;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject46;Group2;Map5;111;154;30;129.428287;0.916028;0.114124;0.969494;152;1.205677;1.237603;154;1.053059;12.000000;0.365854;0.024390
Subject47;Group2;Map1;100;154;55;126.917094;0.054917;0.004330;0.289996;144;1.152110;1.166887;143;1.086030;55.000000;0.670732;0.012195
Subject47;Group2;Map2;73;99;27;84.553860;-0.043441;0.003417;0.194556;90;0.864261;2.113184;73;0.975369;27.000000;0.329268;0.012195
Subject47;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject47;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject47;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject48;Group2;Map1;73;154;82;112.273437;0.860783;0.218846;0.948875;96;1.199803;1.356276;107;0.991269;82.000000;1.000000;0.012195
Subject48;Group2;Map2;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject48;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject48;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject48;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject49;Group2;Map1;73;85;13;79.304015;0.069407;0.000585;0.418093;85;0.587310;0.587310;85;0.504321;13.000000;0.158537;0.012195
Subject49;Group2;Map2;149;154;6;151.489892;-0.522904;0.005076;-0.468093;149;0.844396;0.893062;151;0.865987;6.000000;0.073171;0.012195
Subject49;Group2;Map3;112;148;37;127.487250;0.536154;0.087053;0.815734;119;1.349493;1.384473;115;1.042206;37.000000;0.451220;0.012195
Subject49;Group2;Map4;86;111;26;100.032194;0.774074;0.079191;0.827215;93;0.986482;1.338570;106;1.064231;26.000000;0.317073;0.012195
Subject49;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject50;Group2;Map1;101;115;15;108.060011;0.932641;0.065164;0.939205;110;1.114445;1.114445;110;1.075150;15.000000;0.182927;0.012195
Subject50;Group2;Map2;73;154;53;120.353269;0.935542;0.189350;0.946375;78;0.766631;1.120386;122;0.963529;25.690465;0.646341;0.024390
Subject50;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject50;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject50;Group2;Map5;93;121;14;106.457837;0.926957;0.057455;0.933179;96;1.015047;1.123615;121;1.050459;6.928203;0.170732;0.024390
Subject51;Group2;Map1;78;127;35;111.724891;0.549847;0.062524;0.806057;122;1.200152;1.215216;119;0.839296;12.247449;0.426829;0.024390
Subject51;Group2;Map2;73;97;20;85.694563;-0.311205;0.008749;0.067627;83;0.345622;1.239100;73;0.760789;8.660254;0.243902;0.024390
Subject51;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject51;Group2;Map4;128;154;27;140.921716;0.645618;0.056396;0.786039;135;0.916587;1.166611;128;0.993983;27.000000;0.329268;0.012195
Subject51;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject52;Group2;Map1;79;86;8;82.693071;-0.030004;0.000033;0.026565;86;0.738027;0.738027;86;0.639166;8.000000;0.097561;0.012195
Subject52;Group2;Map2;73;154;10;112.540152;0.334005;0.012095;0.772416;151;1.154760;1.154760;151;0.902007;4.898979;0.121951;0.024390
Subject52;Group2;Map3;97;150;54;125.238151;0.225091;0.130838;0.922356;142;1.322032;1.354183;145;1.018965;54.000000;0.658537;0.012195
Subject52;Group2;Map4;87;96;10;91.705985;0.107778;0.000786;0.181217;89;0.921663;1.135557;93;0.997069;10.000000;0.121951;0.012195
Subject52;Group2;Map5;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject53;Group2;Map1;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject53;Group2;Map2;73;92;20;82.272617;0.826294;0.032345;0.870298;79;1.061116;1.216405;81;1.039677;20.000000;0.243902;0.012195
Subject53;Group2;Map3;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject53;Group2;Map4;-1;-1;0;-1.000000;-1.000000;0.000000;-1.000000;-1;-1.000000;0.000000;-1;0.000000;0.000000;0.000000;0.000000
Subject53;Group2;Map5;93;154;62;124.646392;0.905104;0.238697;0.961494;137;1.740452;1.794970;141;1.445104;62.000000;0.756098;0.012195
